fid,OBJECTID,Street,SAFStreetName,FeatureTyp,SegmentTyp,IncExFlag,RB_Layer,NonPed,TrafDir,TrafSrc,SpecAddr,FaceCode,SeqNum,StreetCode,SAFStreetCode,LGC1,LGC2,LGC3,LGC4,LGC5,LGC6,LGC7,LGC8,LGC9,BOE_LGC,SegmentID,SegCount,LocStatus,LZip,RZip,LBoro,RBoro,L_CD,R_CD,LATOMICPOLYGON,RATOMICPOLYGON,LCT2020,LCT2020Suf,RCT2020,RCT2020Suf,LCB2020,LCB2020Suf,RCB2020,RCB2020Suf,LCT2010,LCT2010Suf,RCT2010,RCT2010Suf,LCB2010,LCB2010Suf,RCB2010,RCB2010Suf,LCT2000,LCT2000Suf,RCT2000,RCT2000Suf,LCB2000,LCB2000Suf,RCB2000,RCB2000Suf,LCT1990,LCT1990Suf,RCT1990,RCT1990Suf,LAssmDist,LElectDist,RAssmDist,RElectDist,SplitElect,LSchlDist,RSchlDist,SplitSchl,LSubSect,RSubSect,SanDistInd,MapFrom,MapTo,BoroBndry,MH_RI_Flag,XFrom,YFrom,XTo,YTo,ArcCenterX,ArcCenterY,CurveFlag,Radius,NodeIDFrom,NodeIDTo,NodeLevelF,NodeLevelT,ConParity,Twisted,RW_TYPE,PhysicalID,GenericID,NYPDID,FDNYID,LBlockFaceID,RBlockFaceID,LegacyID,Status,StreetWidth_Min,StreetWidth_Max,StreetWidth_Irr,BikeLane,BIKE_TRAFDIR,ACTIVE_FLAG,POSTED_SPEED,Snow_Priority,Number_Travel_Lanes,Number_Park_Lanes,Number_Total_Lanes,Carto_Display_Level,FCC,ROW_Type,LLo_Hyphen,LHi_Hyphen,RLo_Hyphen,RHi_Hyphen,FromLeft,ToLeft,FromRight,ToRight,Join_ID,L_PD_Service_Area,R_PD_Service_Area,TRUCK_ROUTE_TYPE,SHAPE_Length
"153","147027",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","11660","459990",      ,"01","05","08",  ,  ,  ,  ,  ,  ,"1","0156329","1", ,"11377","11377","4","4","402","402","110","105"," 249",  ," 249",  ,"1008", ,"1008", ," 249",  ," 249",  ,"1004", ,"1004", ," 249",  ," 249",  ,"1006", ,"1006", ," 249",  ," 249",  ,"30","021","30","021", ,"30","30",,1C,1C, ,9D ,9D , , ,"1010692","209467","1010784","209453","0","0",I,"0","0081840","0081546",M,M, , ," 1","12092",,       ,       ,"0102260408","0102266692","0156329","2",30,32, ,  ,  ,,"25",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4389401050800", , ,"3",92.2817600449192
"154","147031",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DOT, ,"3894","13920","459990",      ,"01","06","10",  ,  ,  ,  ,  ,  ,"1","0188519","1", ,"11377","11377","4","4","402","402","106","110"," 489",  ," 489",  ,"1001", ,"1001", ," 489",  ," 489",  ,"1004", ,"1004", ," 489",  ," 489",  ,"1000", ,"1000", ," 489",  ," 489",  ,"30","018","30","018", ,"24","24",,1E,1E, ,9D ,9D , , ,"1014441","208647","1014574","208616","0","0",I,"0","0105028","0083228",M,M, , ," 1","12343",,       ,       ,"0092268714","0092269783","0188519","2",32,36, ,  ,  ,,"25",C," 2",  ," 2","10",  , ,,,,,"0","0","0","0","4389401061000", , ,"3",136.049324995449
"155","147060",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","07710","459990",      ,"01","05","07","43",  ,  ,  ,  ,  ,"1","0191333","1", ,"11377","11377","4","4","402","402","232","231"," 483","02"," 489",  ,"1008", ,"1004", ," 483",  ," 483",  ,"2011", ,"2011", ," 483",  ," 483",  ,"2013", ,"2013", ," 483",  ," 483",  ,"30","025","30","025", ,"24","24",,1D,1D, ,9D ,9D , , ,"1013327","209008","1013433","208981","0","0", ,"0","0106228","0083016",M,M, , ," 1","12057",,       ,       ,"0092268887","0092269067","0191333","2",40,42, ," 1",TF,,"25",C," 3"," 1"," 4",,  , , 69-017, 69-025,,,"69017","69025","0","0","4389401050743", , ,"3",109.349442333753
"156","147076",QUEENS BOULEVARD,                                ,"0",G, ,G, ,T,DOT, ,"3894","03105","459990",      ,"01",  ,  ,  ,  ,  ,  ,  ,  ,"1","0174689","1",X,"11377","11377","4","4","402","402","105","142"," 249",  ," 249",  ,"1008", ,"1008", ," 249",  ," 245",  ,"1004", ,"1001", ," 249",  ," 245",  ,"1006", ,"1005", ," 249",  ," 245",  ,"30","021","30","021", ,"30","30",,1C,1E, ,9D ,9D , , ,"1010689","209447","1010780","209433","0","0", ,"0","0045183","0093085",*,*, , ," 1",,"10259",       ,       ,          ,          ,"0174689","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , , 60-001, 60-009, 60-000, 60-008,"60001","60009","60000","60008","4389401000000", , , ,92.0779832346979
"157","147077",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DOT, ,"3894","09790","459990",      ,"01","06","09","43",  ,  ,  ,  ,  ,"1","0145148","1", ,"11377","11377","4","4","402","402","135","113"," 247",  ," 245",  ,"1008", ,"3001", ," 245",  ," 245",  ,"3001", ,"3002", ," 245",  ," 245",  ,"1001", ,"1001", ," 245",  ," 245",  ,"30","012","30","012", ,"24","24",,1E,1E, ,9D ,9D , , ,"1011794","209207","1012029","209170","0","0", ,"0","0082142","0093102",M,M, , ," 1","12194",,       ,       ,"0102268448","0102264800","0145148","2",30,30, ," 1",FT,,"25",C," 2"," 1"," 3",,  , ,,, 65-000, 65-028,"0","0","65000","65028","4389401060943", , ,"3",237.326626653003
"158","147178",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","01980","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0144328","1", ,"11377","11377","4","4","402","402","904","906"," 243",  ," 243",  ,"1005", ,"1006", ," 243",  ," 243",  ,"1007", ,"1006", ," 243",  ," 243",  ,"4006", ,"4006", ," 243",  ," 243",  ,"30","012","30","012", ,"24","24",,1E,1E, ,9D ,9D , , ,"1011488","208474","1011222","208344","0","0", ,"0","0093915","0083465",M,M, , ," 2","26560",,       ,       ,"0102265629","0092261006","0144328","2",30,36, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",295.706574470167
"159","147358",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","01930","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0153230","1", ,"11377","11377","4","4","402","402","200","216"," 243",  ," 243",  ,"4003", ,"4004", ," 243",  ," 243",  ,"4004", ,"4004", ," 243",  ," 243",  ,"1011", ,"1011", ," 243",  ," 243",  ,"30","016","30","016", ,"24","24",,1E,1E, ,9D ,9D , , ,"1012220","209104","1012184","209068","0","0",I,"0","0082699","0086816",I,I, , ," 2","26558",,       ,       ,"0102265629","0092261006","0153230","2",30,30, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",50.6599159058958
"160","147454",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,W,DCP, ,"1440","00890","437395",      ,"01","11","18",  ,  ,  ,  ,  ,  ,"1","0153882","1", ,"11377","11377","4","4","402","402","116","116"," 291",  ," 293",  ,"1003", ,"1007", ," 293",  ," 293",  ,"1008", ,"1008", ," 293",  ," 293",  ,"1013", ,"1013", ," 293",  ," 293",  ,"30","054","30","054", ,"30","30",,2C,2C, ,9D ,9D , , ,"1012920","212197","1012967","212091","0","0", ,"0","0085922","0085923",M,I, , ," 2","198958",,       ,       ,"0092261000","0092267251","0153882","2",30,48, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001111800", , ,"3",116.405905026974
"161","147574",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","01880","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0153744","1", ,"11377","11377","4","4","402","402","230","213"," 483","02"," 247",  ,"1012", ,"1011", ," 483",  ," 483",  ,"2012", ,"2012", ," 483",  ," 483",  ,"2009", ,"2009", ," 483",  ," 483",  ,"30","025","30","025", ,"24","24",,1D,1D, ,9D ,9D , , ,"1012346","209248","1012311","209204","0","0", ,"0","0083630","0082905",I,I, , ," 2","26554",,       ,       ,"0092290805","0092261006","0153744","2",30,30, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",56.465536511746
"162","147583",BROOKLYN QUEENS EXPRESSWAY WEST,                                ,"0",R, ,R,V,W,DCP, ,"1444","00350","437395",      ,"08","01","15","18",  ,  ,  ,  ,  ,"1","0153697","1", ,"11377","11377","4","4","401","401","122","103"," 297",  ," 297",  ,"1006", ,"1005", ," 297",  ," 297",  ,"1013", ,"1013", ," 297",  ," 297",  ,"1010", ,"1010", ," 297",  ," 297",  ,"34","025","34","025", ,"30","30",,5E,5E, ,9C ,9C , , ,"1011302","217137","1011449","216457","0","0",I,"0","0086230","0086229",I,M, , ," 2","26526",,       ,       ,"0102266026","0102268169","0153697","2",24,40, ,  ,  ,,"45",C," 2",  ," 2","10",  , ,,,,,"0","0","0","0","4144408011518", , ,"3",695.796151730868
"163","147997",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","11640","459990",      ,"01","05","08",  ,  ,  ,  ,  ,  ,"1","0157041","1", ,"11377","11377","4","4","402","402","205","204"," 249",  ," 249",  ,"2003", ,"2003", ," 249",  ," 249",  ,"2002", ,"2002", ," 249",  ," 249",  ,"2002", ,"2002", ," 249",  ," 249",  ,"30","021","30","021", ,"30","30",,1C,1C, ,9D ,9D , , ,"1010443","209506","1010614","209479","0","0", ,"0","0081830","0081831",M,M, , ," 1","12090",,       ,       ,"0102268459","0102267984","0157041","2",30,42, ,  ,  ,,"25",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4389401050800", , ,"3",172.708701142412
"164","148005",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DOT, ,"3894","09610","459990",      ,"01","06","09","34","43",  ,  ,  ,  ,"1","0157297","1", ,"11377","11377","4","4","402","402","904","900"," 251",  ," 229",  ,"2004", ,"1000", ," 229",  ," 229",  ,"1000", ,"1000", ," 229",  ," 229",  ,"1000", ,"1000", ," 229",  ," 229",  ,"30","020","37","017", ,"24","24",,2C,2C, ,9D ,9D , , ,"1009650","209532","1009867","209499","0","0", ,"0","0089825","0081283",M,M, , ," 1","12185",,       ,       ,"0102268458","0102261870","0157297","2",32,32, ," 1",FT,,"25",C," 1"," 1"," 2",,  , ,,, 57-000, 57-098,"0","0","57000","57098","4389401060934", , ,"3",219.951853983179
"165","148347",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","07380","459990",      ,"01","05","07","35","43",  ,  ,  ,  ,"1","0155698","1", ,"11377","11377","4","4","402","402","203","208"," 251",  ," 251",  ,"2002", ,"2005", ," 251",  ," 251",  ,"2002", ,"2002", ," 251",  ," 251",  ,"2002", ,"2002", ," 251",  ," 251",  ,"30","020","30","020", ,"30","30",,2C,2C, ,9D ,9D , , ,"1009409","209716","1009669","209669","0","0", ,"0","0082632","0083439",M,M, , ," 1","12074",,       ,       ,"0102268066","0102266735","0155698","2",32,32, ," 1",TF,,"25",C," 1"," 1"," 2",,  , , 56-001, 56-099,,,"56001","56099","0","0","4389401050735", , ,"3",263.795343195987
"166","148505",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,W,DCP, ,"1440","01040","437395",      ,"01","11","18",  ,  ,  ,  ,  ,  ,"1","0142458","1", ,"11377","11377","4","4","402","402","129","118"," 483","02"," 247",  ,"1004", ,"1000", ," 247",  ," 247",  ,"1000", ,"1000", ," 247",  ," 247",  ,"1000", ,"1000", ," 247",  ," 247",  ,"30","023","30","023", ,"24","24",,1D,1D, ,9D ,9D , , ,"1012718","209695","1012696","209672","0","0", ,"0","0098176","0095503",I,I, , ," 2","26586",,       ,       ,"0092261000","0092267272","0142458","2",30,48, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001111800", , ,"3",31.2473054223743
"167","148506",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,W,DCP, ,"1440","01000","437395",      ,"01","11","18",  ,  ,  ,  ,  ,  ,"1","0142455","1", ,"11377","11377","4","4","402","402","127","220"," 265","02"," 263",  ,"1007", ,"2006", ," 263",  ," 263",  ,"2006", ,"2006", ," 263",  ," 263",  ,"2007", ,"2007", ," 263",  ," 263",  ,"30","024","30","024", ,"24","24",,1D,1D, ,9D ,9D , , ,"1013261","210296","1013131","210142","0","0",I,"0","0095532","0095528",I,I, , ," 2","26584",,       ,       ,"0092261000","0092267272","0142455","2",30,48, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001111800", , ,"3",201.530323019535
"168","148507",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,W,DCP, ,"1440","00990","437395",      ,"01","11","18",  ,  ,  ,  ,  ,  ,"1","0142453","1", ,"11377","11377","4","4","402","402","127","220"," 265","02"," 263",  ,"1007", ,"2006", ," 263",  ," 263",  ,"2006", ,"2006", ," 263",  ," 263",  ,"2007", ,"2007", ," 263",  ," 263",  ,"30","024","30","024", ,"24","24",,1D,1D, ,9D ,9D , , ,"1013342","210440","1013261","210296","0","0",I,"0","0095531","0095532",I,I, , ," 2","26584",,       ,       ,"0092261000","0092267272","0142453","2",30,48, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001111800", , ,"3",165.975158317177
"169","148576",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","01760","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0142425","1", ,"11377","11377","4","4","402","402","104","114"," 265","02"," 265","02","1000", ,"1001", ," 265",  ," 265",  ,"1010", ,"1010", ," 265",  ," 265",  ,"1006", ,"1006", ," 265",  ," 265",  ,"30","025","30","025", ,"24","24",,1D,1D, ,9D ,9D , , ,"1013392","211261","1013406","211227","0","0", ,"0","0095541","0095545",I,I, , ," 2","26546",,       ,       ,"0092269289","0092261006","0142425","2",35,58, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",37.2574065008489
"170","148633",WOODSIDE AVENUE,                                ,"0",U, ,B, ,T,DCP, ,"5100","00295","468290",      ,"01",  ,  ,  ,  ,  ,  ,  ,  ,"1","0174813","1",X,"11377","11377","4","4","402","402","202","203"," 265","02"," 483","02","1008", ,"1004", ," 265",  ," 483",  ,"2007", ,"2003", ," 265",  ," 483",  ,"2007", ,"2006", ," 265",  ," 483",  ,"30","025","30","025", ,"24","24",,1D,1D, ,9D ,9D , , ,"1012963","209932","1012982","209926","0","0", ,"0","0045407","0086206",M,M, , ," 3","30372","26165",       ,       ,"0092264074","0092264463","0174813","2",50,50, ,  ,  ,,"25",C," 2"," 2"," 4",,  , ,,,,,"0","0","0","0","4510001000000", , , ,20.1326836141778
"171","148803",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DOT, ,"3894","13885","459990",      ,"01","06","10",  ,  ,  ,  ,  ,  ,"1","0190300","1", ,"11377","11377","4","4","402","402","122","123"," 489",  ," 489",  ,"1004", ,"1004", ," 489",  ," 489",  ,"1006", ,"1006", ," 489",  ," 489",  ,"1002", ,"1002", ," 489",  ," 489",  ,"30","018","30","018", ,"24","24",,1E,1E, ,9D ,9D , , ,"1013275","208932","1013308","208924","0","0", ,"0","0106227","0106230",M,M, , ," 1","12344",,       ,       ,"0092267176","0092267577","0190300","2",34,44, ,  ,  ,,"25",C," 2",  ," 2","10",  , ,,,,,"0","0","0","0","4389401061000", , ,"3",33.8039066500682
"172","148897",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","02090","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0140475","1", ,"11377","11377","4","4","402","402","329","322"," 243",  ," 245",  ,"2005", ,"4006", ," 243",  ," 243",  ,"2005", ,"2006", ," 243",  ," 243",  ,"3004", ,"3004", ," 243",  ," 243",  ,"30","011","30","011", ,"24","24",,3C,3C, ,13C,13C, , ,"1010182","207779","1010104","207744","0","0", ,"0","0097233","0097230",M,M, , ," 2","26563",,       ,       ,"0102262703","0092261006","0140475","2",38,48, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",85.7315089056893
"173","148898",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","02070","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0140473","1", ,"11377","11377","4","4","402","402","323","334"," 243",  ," 245",  ,"2005", ,"4006", ," 243",  ," 243",  ,"2005", ,"2005", ," 243",  ," 243",  ,"4019", ,"4019", ," 243",  ," 243",  ,"30","011","30","011", ,"24","24",,3C,3C, ,13C,13C, , ,"1010420","207922","1010319","207859","0","0", ,"0","0097245","0086022",M,M, , ," 2","26563",,       ,       ,"0102262703","0092261006","0140473","2",38,48, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",119.473276909644
"174","148924",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",G, ,G,V,T,DCP, ,"1440","00610","437395",      ,"01","18",  ,  ,  ,  ,  ,  ,  ,"1","0172418","1",X,"11377","11377","4","4","402","402","233","104"," 235","01"," 235","01","1005", ,"1005", ," 205",  ," 235",  ,"2003", ,"1009", ," 187",  ," 235",  ,"1012", ,"4007", ," 205","02"," 187",  ,"37","015","37","016", ,"24","24",,3C,3C, ,13A,13A, , ,"1006745","207156","1006665","207145","0","0", ,"0","0097130","0097129",*,*, , ," 2",,"22746",       ,       ,          ,          ,"0172418","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4144001180000", , , ,81.6034133959738
"175","148925",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,W,DCP, ,"1440","01420","437395",      ,"01","11","18",  ,  ,  ,  ,  ,  ,"1","0140621","1", ,"11377","11377","4","4","402","402","409","407"," 235","01"," 235","01","1005", ,"1004", ," 235",  ," 235",  ,"1009", ,"1009", ," 235",  ," 235",  ,"4007", ,"4007", ," 235",  ," 235",  ,"37","016","37","016", ,"24","24",,3C,3C, ,13A,13A, , ,"1006660","207168","1006610","207159","0","0", ,"0","0097132","0097118",Q,Q, , ," 2","26601",,       ,       ,"0092261000","0102264274","0140621","2",36,50, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001111800", , ,"3",51.5200966295995
"176","148926",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DOT, ,"3894","13590","459990",      ,"01","06","10",  ,  ,  ,  ,  ,  ,"1","0191391","1", ,"11377","11377","4","4","402","402","151","152"," 249",  ," 249",  ,"2002", ,"2002", ," 245",  ," 245",  ,"1001", ,"1001", ," 245",  ," 245",  ,"1005", ,"1005", ," 245",  ," 245",  ,"30","021","30","021", ,"30","30",,1E,1E, ,9D ,9D , , ,"1010205","209492","1010279","209481","0","0", ,"0","0081334","0106205",M,M, , ," 1","12355",,       ,       ,"0102268457","0102268453","0191391","2",30,32, ,  ,  ,,"25",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4389401061000", , ,"3",74.8099911790671
"177","148970",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","07700","459990",      ,"01","05","07","43",  ,  ,  ,  ,  ,"1","0149780","1", ,"11377","11377","4","4","402","402","232","231"," 483","02"," 489",  ,"1008", ,"1004", ," 483",  ," 483",  ,"2011", ,"2011", ," 483",  ," 483",  ,"2013", ,"2013", ," 483",  ," 483",  ,"30","025","30","025", ,"24","24",,1D,1D, ,9D ,9D , , ,"1013115","209061","1013290","209017","0","0", ,"0","0082945","0089368",M,M, , ," 1","12057",,       ,       ,"0092268887","0092269067","0149780","2",40,42, ," 1",TF,,"25",C," 3"," 1"," 4",,  , , 69-001, 69-011,,,"69001","69011","0","0","4389401050743", , ,"3",180.84638720233
"178","149014",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",G, ,G,V,T,DCP, ,"1440","00660","437395",      ,"01","18",  ,  ,  ,  ,  ,  ,  ,"1","0172397","1",X,"11377","11377","4","4","402","402","143","132"," 187",  ," 187",  ,"1009", ,"1009", ," 205",  ," 187",  ,"2004", ,"1013", ," 187",  ," 187",  ,"1009", ,"1009", ," 205","02"," 187",  ,"37","015","37","016", ,"24","24",,  ,  , ,13A,13A, , ,"1006348","207074","1006096","206998","0","0", ,"0","0103692","0097116",*,*, , ," 2",,"22747",       ,       ,          ,          ,"0172397","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4144001180000", , , ,262.752215848405
"179","149015",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,W,DCP, ,"1440","01450","437395",      ,"01","11","18",  ,  ,  ,  ,  ,  ,"1","0140624","1", ,"11377","11377","4","4","402","402","152","101"," 205",  ," 205",  ,"2002", ,"2003", ," 235",  ," 235",  ,"1008", ,"1008", ," 235",  ," 235",  ,"4008", ,"4008", ," 187",  ," 187",  ,"37","016","37","016", ,"24","24",,  ,  , ,13A,13A, , ,"1006479","207129","1006345","207092","0","0", ,"0","0097128","0103691",Q,Q, , ," 2","26602",,       ,       ,"0092261000","0102263907","0140624","2",38,52, ,  ,  ,,"45",C," 2",  ," 2","10",  , ,,,,,"0","0","0","0","4144001111800", , ,"3",138.747310720778
"180","149031",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,W,DCP, ,"1440","01150","437395",      ,"01","11","18",  ,  ,  ,  ,  ,  ,"1","0140438","1", ,"11377","11377","4","4","402","402","939","916"," 243",  ," 245",  ,"1000", ,"3005", ," 245",  ," 245",  ,"3008", ,"3008", ," 243",  ," 243",  ,"4000", ,"4000", ," 245",  ," 245",  ,"30","012","30","012", ,"24","24",,1E,1E, ,9D ,9D , , ,"1012034","208969","1011740","208694","0","0", ,"0","0089477","0083619",I,M, , ," 2","26594",,       ,       ,"0092261000","0092263789","0140438","2",30,30, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001111800", , ,"3",403.592709968437
"181","149080",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","02260","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0133424","1", ,"11377","11377","4","4","402","402","110","143"," 205",  ," 187",  ,"2001", ,"1009", ," 205",  ," 205",  ,"2004", ,"2004", ," 205","02"," 187",  ,"1005", ,"1009", ," 205","02"," 205","02","37","015","37","015", ,"24","24",,  ,  , ,13A,13A, , ,"1006351","207053","1006105","206979","0","0", ,"0","0103693","0086085",Q,Q, , ," 2","26566",,       ,       ,"0102262703","0092261006","0133424","2",38,48, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",256.778077368776
"182","149083",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",G, ,G,V,T,DCP, ,"1440","00450","437395",      ,"01","18",  ,  ,  ,  ,  ,  ,  ,"1","0174660","1",X,"11377","11377","4","4","402","402","309","922"," 245",  ," 245",  ,"4006", ,"4006", ," 243",  ," 245",  ,"1017", ,"4006", ," 243",  ," 245",  ,"4018", ,"2014", ," 243",  ," 245",  ,"30","011","30","056", ,"24","30",,1E,1E, ,9D ,13C, , ,"1010678","208100","1010615","208064","0","0", ,"0","0045171","0104148",*,*, , ," 2",,"22742",       ,       ,          ,          ,"0174660","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4144001180000", , , ,73.3132055410942
"183","149124",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DOT, ,"3894","09910","459990",      ,"01","06","09","43",  ,  ,  ,  ,  ,"1","0149779","1", ,"11377","11377","4","4","402","402","129","113"," 243",  ," 243",  ,"4000", ,"4001", ," 243",  ," 243",  ,"4000", ,"4000", ," 243",  ," 243",  ,"1000", ,"1000", ," 243",  ," 243",  ,"30","016","30","016", ,"24","24",,1E,1E, ,9D ,9D , , ,"1012921","208967","1013110","208922","0","0", ,"0","0089373","0082869",M,M, , ," 1","12203",,       ,       ,"0092261768","0092267977","0149779","2",32,32, ," 1",FT,,"25",C," 3",  ," 3",,  , ,,, 68-000, 68-098,"0","0","68000","68098","4389401060943", , ,"3",193.873360471675
"184","149125",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DOT, ,"3894","13870","459990",      ,"01","06","10",  ,  ,  ,  ,  ,  ,"1","0190990","1", ,"11377","11377","4","4","402","402","130","129"," 243",  ," 243",  ,"4000", ,"4000", ," 243",  ," 243",  ,"4000", ,"4000", ," 243",  ," 243",  ,"1000", ,"1000", ," 243",  ," 243",  ,"30","016","30","016", ,"24","24",,1E,1E, ,9D ,9D , , ,"1012887","209028","1013111","208973","0","0", ,"0","0105788","0081910",M,M, , ," 1","12345",,       ,       ,"0092267325","0092261769","0190990","2",30,34, ,  ,  ,,"25",C," 2"," 1"," 3","10",  , ,,,,,"0","0","0","0","4389401061000", , ,"3",230.201425224931
"185","149141",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","07640","459990",      ,"01","05","07","43",  ,  ,  ,  ,  ,"1","0149769","1", ,"11377","11377","4","4","402","402","223","213"," 247",  ," 247",  ,"1004", ,"1011", ," 483",  ," 483",  ,"2012", ,"2012", ," 483",  ," 483",  ,"2009", ,"2009", ," 483",  ," 483",  ,"30","025","30","025", ,"24","24",,1D,1D, ,9D ,9D , , ,"1012327","209252","1012346","209248","0","0", ,"0","0089464","0083630",M,M, , ," 1","12061",,       ,       ,"0092266639","0092266921","0149769","2",26,30, ," 1",TF,,"25",C," 2",  ," 2",,  , ,,,,,"0","0","0","0","4389401050743", , ,"3",20.1757057991679
